Sample #,# of round-trip trades ,total return % ,winning trades % ,average losing amount ,kelly criterion ,t-statistic ,max drawdown ,mean ,max ,min ,wtd% ,mtd% ,qtd% ,ytd% ,52wk %chg
Empirical ,11,33.75,72.7273%,-1.4,0.922078,2.8062,34.14,51.5836,74.86,36.96,0.972999,0.8922,0.963559,0.877586,0.787164
1,12,-12.39,58.3333%,-3.986,0.687866,-0.903636,25.754,50.5293,69.9754,35.2762,1.05322,0.960934,1.08949,1.02,0.93146
2,9,-9.78,44.4444%,-3.42,0.606888,-1.08388,57.1393,42.2984,78.5048,21.2467,0.958897,0.800936,0.85645,0.768258,0.487523
3,14,13.71,42.8571%,-1.785,0.748699,0.90428,37.4246,96.949,135.951,68.26,1.02528,0.991883,0.875412,0.967049,0.920841
4,11,-0.590004,36.3636%,-2.74,0.595886,-0.0408949,46.4771,56.6601,89.4977,36.9956,0.99962,1.05587,1.00472,1.05471,0.975192
5,11,14.31,63.6364%,-1.455,0.886285,1.04137,34.9709,115.116,154.318,66.9489,1.04515,1.04285,0.926639,0.93253,0.953341
6,12,10.12,33.3333%,-2.3875,0.612565,0.466964,45.4932,45.4337,71.8112,25.7721,1.01466,0.972727,0.81407,0.873147,0.614762
7,10,3.79999,50%,-2.438,0.705086,0.332749,32.0234,57.9141,81.6668,38.8187,1.02257,1.05718,1.0934,1.19282,0.908992
8,11,32.19,54.5455%,-0.54,1.38721,2.06316,49.114,43.7666,68.26,19.146,0.982029,0.779741,0.56936,0.636427,0.459942
9,12,14.33,50%,-0.875001,1.07143,1.48313,64.3881,40.7608,94.1142,20.6131,1.07809,1.11389,1.09741,1.13363,0.992748
10,9,12.54,88.8889%,-0.57,1.08382,2.66196,41.1045,70.8193,96.119,54.7491,0.946992,0.858119,0.711965,0.835855,0.909606
11,12,4.71,58.3333%,-3.876,0.690832,0.267166,33.7438,52.668,81.2707,33.6533,1.00989,0.933908,0.867546,0.966728,1.39057
12,7,22.04,71.4286%,-0.660002,1.14718,1.94585,21.688,65.0006,110.504,36.8688,1.02552,1.03433,0.887614,0.893043,1.60014
13,11,6.89,54.5455%,-2.256,0.746937,0.590475,48.7003,36.0854,68.7089,16.4995,1.01081,1.15163,0.996781,1.10422,0.580039
14,11,29.88,72.7273%,-0.365,1.47447,1.58501,41.4051,43.6483,70.8118,25.2694,1.02088,0.914797,0.819621,0.830685,0.836552
15,11,8.91,36.3636%,-2.11286,0.664823,0.530959,42.4906,40.2651,77.9678,19.3845,1.01676,1.27848,1.12661,1.2125,1.13647
16,13,3.07999,61.5385%,-2.932,0.746563,0.258815,72.6261,45.0588,90.8241,18.198,0.931031,0.943059,0.78682,0.907735,0.437447
17,11,22.07,36.3636%,-1.78571,0.72,0.904293,69.4282,116.582,168.211,68.26,0.938856,0.86854,0.78234,0.774234,0.74997
18,9,25.38,66.6667%,-0.440001,1.42424,2.66913,37.6497,50.0006,79.497,27.0517,0.97807,0.762127,1.07034,0.826791,0.989568
19,6,-11.49,50%,-5.54,0.590253,-1.27825,10.7369,89.4393,124.683,64.9805,1.04783,1.19179,1.02352,1.29504,1.26067
20,8,0.380001,62.5%,-3.42333,0.734542,0.0401516,11.775,45.5601,69.3816,33.5638,1.06318,1.09175,1.1472,1.14307,1.24909
21,12,2.1,41.6667%,-1.62429,0.775799,0.245772,37.7771,44.0046,71.5794,28.9011,1.01693,0.941118,0.894907,0.884753,0.851515
22,10,3.44,40%,-1.96333,0.705603,0.318261,83.4581,101.955,151.125,60.1141,1.02039,1.00842,0.971496,0.872349,0.51483
23,12,3.75999,58.3333%,-2.7,0.737654,0.3551,43.8199,39.3338,75.636,26.3968,1.07378,0.924281,1.11723,0.991664,0.984208
24,12,2.89,50%,-1.15333,0.933526,0.55915,63.0484,54.4387,93.0514,29.4393,0.963126,0.923257,0.846784,0.856431,0.61739
25,12,19.67,75%,-2.22667,0.862275,1.91533,60.3146,50.0629,90.4661,29.1145,1.01667,1.00388,0.728344,0.974154,0.636026
26,14,15.4,57.1429%,-1.61833,0.836251,1.20346,55.0794,42.4648,70.0385,14.5645,1.00195,0.939076,0.612474,0.904819,0.335337
27,10,-2.82999,60%,-2.1725,0.78412,-0.432204,55.7776,55.716,89.1486,32.3187,0.990614,1.00082,0.936321,0.930456,0.528875
28,9,15.39,55.5556%,-3.785,0.672978,0.759823,73.029,46.7137,90.6612,12.8496,0.982023,1.14212,1.10391,1.22491,0.401557
29,8,12.29,62.5%,-1.85,0.827703,1.37798,19.2386,82.3318,105.733,57.6028,1.00738,1.04383,0.865337,0.992237,0.908771
30,9,10.06,66.6667%,-2.23,0.816144,1.18707,17.0077,69.4586,99.3798,48.0617,1.06359,1.01941,0.930472,0.934135,1.29346
31,9,0.320004,44.4444%,-1.226,0.897589,0.0636626,54.0915,36.7104,68.26,13.4336,1.01812,0.994881,0.677933,0.892979,0.430884
32,12,15.25,58.3333%,-2.124,0.779504,1.13741,4.07281,60.4513,83.0184,43.3892,0.950941,1.22555,1.43801,1.51161,1.30603
33,8,6.89999,37.5%,-1.358,0.835235,0.647808,40.3637,40.3048,68.26,17.3079,0.968916,1.00048,1.07661,1.09341,0.797864
34,10,18.97,60%,-2.7025,0.748011,1.13128,49.805,45.9106,73.8387,22.6841,0.938859,0.745951,0.847249,0.820109,0.442311
35,11,18.27,72.7273%,-3.24667,0.811275,1.38595,50.7791,74.5351,98.608,43.2694,0.942562,1.00608,0.89787,1.01961,0.612684
36,12,9.54001,66.6667%,-3.3175,0.767144,0.7683,55.394,34.2009,72.8801,16.3874,0.998618,0.896129,0.711066,0.832528,0.609882
37,12,14.21,66.6667%,-2.4075,0.805123,1.117,37.2475,55.6036,73.7089,36.4614,0.948332,0.877392,0.66391,0.885772,0.569854
38,11,10.32,36.3636%,-2.05714,0.67298,0.657944,30.2332,49.0615,75.3511,29.3278,1.04543,1.21016,1.40386,1.37836,0.895341
39,13,13.93,53.8462%,-2.09167,0.759117,1.06405,26.3902,69.4546,86.1266,57.6886,0.959976,0.775471,0.921579,0.854868,0.972406
40,13,16.94,46.1538%,-1.84572,0.753274,1.09924,29.9415,69.2124,89.1396,55.5046,0.972532,0.845514,0.945939,0.876919,0.883957
41,10,15.68,50%,-2.278,0.719491,1.04775,4.37534,71.0635,94.6943,55.5442,1.05229,1.24983,1.01519,1.1052,1.39397
42,11,21.16,63.6364%,-2.7775,0.767286,1.16566,62.4705,76.6481,120.154,50.0205,0.984064,1.01591,0.999428,1.14615,0.658155
43,13,10.53,53.8462%,-1.86,0.7866,0.980402,33.4025,37.4956,68.8443,22.298,0.94751,0.822312,0.85928,0.882854,1.40376
44,10,5.96,60%,-2.2525,0.77758,0.526345,33.8485,62.0066,83.5846,42.561,1.07145,0.892999,0.939505,0.836649,0.847933
45,8,29.32,50%,-2.0425,0.744798,1.19969,19.6761,54.7995,71.9152,38.1425,0.987028,0.919378,0.968034,1.07755,1.21164
46,9,27.57,77.7778%,-0.960001,1.00926,1.8058,4.65075,59.1783,74.2079,44.8289,0.997539,1.0124,1.1111,1.07705,1.11451
47,9,16.57,66.6667%,-1.90667,0.841492,1.41913,37.2454,42.1802,68.4119,24.7667,1.03527,1.00519,0.975807,0.945887,0.788467
48,7,21.59,57.1429%,-1.3,0.901099,1.6276,26.0788,94.9317,153.307,45.3687,0.968931,0.863887,1.08272,0.930526,1.46872
49,7,26.98,71.4286%,-4.36,0.779817,1.22792,6.03018,59.7937,76.7568,41.7455,1.01231,1.02488,1.2734,1.20568,1.30554
50,10,-5.96001,40%,-4.035,0.548699,-0.383873,8.79858,63.6601,83.8235,46.9497,1.01952,1.02481,1.07919,1.01466,1.41068
51,13,7.65,76.9231%,-4.19,0.824307,0.656197,20.6017,45.2073,68.26,26.3601,0.952743,1.05519,1.17568,1.11256,1.02296
52,11,28.18,81.8182%,-3.49,0.870279,1.60685,17.6795,79.7074,102.385,54.7692,0.989699,0.971142,1.03099,1.09188,0.921572
53,5,28.93,100%,nan,nan,2.28115,92.6688,96.3478,152.014,54.9084,1.02285,0.98049,0.642027,0.826322,0.529521
54,11,1.48,54.5455%,-1.96,0.777365,0.170268,50.755,37.4096,68.9302,17.4615,0.924535,0.980693,0.870431,0.901156,0.59267
55,8,18.07,50%,-3.8175,0.630976,0.777597,43.7613,80.8975,115.938,57.1803,1.02924,1.10299,1.16445,1.08492,0.711972
56,7,20.29,57.1429%,-1.70667,0.822545,1.6344,27.6725,107.968,188.008,60.779,0.952949,1.03494,0.969457,0.9691,1.52135
57,14,1.99,50%,-2.04,0.745098,0.192457,48.5642,44.1317,73.5279,23.9192,0.995803,0.919464,0.579508,0.777687,0.598398
58,10,4.65001,40%,-1.28333,0.867533,0.58918,53.135,30.4466,68.26,13.3947,0.919591,0.927542,1.03608,0.904937,0.6008
59,13,25.79,46.1538%,-1.47,0.827839,1.56203,74.7823,68.9462,111.094,29.3125,1.04077,1.12628,1.11823,1.18945,0.453422
60,13,15.27,53.8462%,-1.90667,0.780527,0.99156,39.7331,51.7901,73.3504,33.1515,0.994321,0.862538,0.791706,0.751095,0.636818
61,13,21.53,61.5385%,-0.885999,1.04949,1.93584,35.9894,36.3205,69.6607,22.3236,1.05503,1.29308,1.50832,1.39154,0.969136
62,8,29.67,62.5%,-1.37667,0.897397,1.87655,37.1253,45.6012,68.26,31.0802,0.973891,0.904115,0.855433,0.873683,0.709188
63,13,9.17,61.5385%,-0.993999,1.00232,1.41552,53.7347,50.0113,76.4132,19.0006,0.97384,1.19357,0.79938,0.97849,0.430183
64,14,24.84,64.2857%,-1.888,0.832022,1.58074,81.6344,53.759,100.737,19.1028,0.961095,0.903135,0.800036,0.835524,0.334974
65,10,14.58,60%,-5.0175,0.679721,0.780212,26.2458,59.0411,80.3962,44.8946,0.996762,0.923061,0.944111,0.992453,1.09194
66,12,11.26,50%,-2.01,0.748756,0.820224,29.1574,60.2922,86.1475,36.6932,0.987659,0.940278,1.52601,1.08357,1.00095
67,9,27.49,66.6667%,-3.06,0.775599,1.22553,31.8648,71.2966,88.5885,55.8498,0.988045,0.821247,0.775674,0.962909,0.726566
68,11,16.12,63.6364%,-2.0075,0.817503,1.14017,77.9229,72.8872,115.187,35.9648,0.936521,0.848237,0.928424,0.99004,0.464648
69,9,17.79,66.6667%,-1.43667,0.898685,1.38821,44.5232,71.9017,104.526,53.553,0.892173,0.977071,0.860139,0.975898,0.738561
70,15,10,53.3333%,-2.07571,0.758156,0.796045,42.5545,52.5016,77.1186,31.0865,0.898831,0.988318,1.05535,0.968886,0.703438
71,6,13.33,66.6667%,-2.785,0.786355,0.99086,48.1478,89.6392,133.968,66.4605,0.969559,1.15791,1.19701,1.10121,0.800676
72,12,22.24,50%,-1.78167,0.780636,1.35288,65.8959,73.2256,101.447,35.5362,0.876679,0.6326,0.641789,0.622278,0.488022
73,12,17.11,58.3333%,-3.384,0.706462,0.924294,39.0522,91.3726,140.798,62.5281,0.939865,0.838879,0.815908,0.791221,1.3329
74,13,1.01999,46.1538%,-3.05714,0.637671,0.0689608,8.79012,64.5865,88.0346,50.3933,1.05887,0.940316,1.13541,1.03668,1.15084
75,9,-2.04,44.4444%,-2.29,0.687045,-0.269708,54.2691,84.1601,120.094,57.0828,0.899972,1.00239,0.950634,1.05578,0.793447
76,10,22.34,50%,-1.15,0.934782,1.20799,40.6424,53.2912,72.3504,31.708,0.948574,0.848319,0.685995,0.694272,0.490917
77,13,24.86,46.1538%,-1.70429,0.777484,1.38371,49.1531,34.7141,69.5307,16.1299,1.10032,1.18908,0.967994,1.10159,0.642597
78,11,-4.59001,45.4545%,-2.14333,0.709034,-0.454372,35.8532,55.6052,76.4167,38.2258,1.02719,0.982063,0.874752,0.926104,0.815791
79,12,9.71,58.3333%,-3.084,0.718439,0.689473,31.5929,52.854,78.0404,35.4009,1.02691,1.24073,1.06523,1.11381,0.990559
80,7,0.929996,42.8571%,-1.7075,0.763229,0.137732,68.6763,79.4325,115.992,45.634,1.02827,0.801305,0.715626,0.812549,0.486195
81,9,21.52,55.5556%,-2.825,0.712881,1.19666,43.6042,39.173,73.9068,27.3121,1.00057,0.96438,1.01495,0.893093,0.838199
82,9,-4.74001,66.6667%,-5.84667,0.723679,-0.358232,32.7417,47.9646,71.2603,31.3953,0.963561,1.129,0.945297,1.1056,0.700162
83,8,18.74,62.5%,-2.23,0.793161,1.23539,6.15423,62.7415,85.572,38.3751,1.03601,1.06225,1.06985,1.22734,1.27012
84,10,15.34,60%,-3.0775,0.729976,0.934394,57.3222,67.2685,99.7862,41.8264,0.956682,0.746059,0.588175,0.634027,0.597327
85,8,9.07999,50%,-2.0325,0.746002,0.891806,8.55603,64.4802,106.887,33.2407,1.00437,0.973827,1.13726,0.927841,1.89481
86,11,31.67,63.6364%,-1.2475,0.927856,2.15306,37.1293,60.6187,89.1874,43.5281,1.03643,1.06962,1.0986,1.10471,0.839083
87,7,27.37,57.1429%,-4.85667,0.659673,1.17297,11.1069,94.3945,150.119,56.28,0.952418,1.07309,1.35313,1.03109,1.63954
88,9,17.22,66.6667%,-1.04667,0.985138,2.42958,77.8848,53.6669,99.8356,21.4709,0.971561,0.924273,0.790328,0.965667,0.381209
89,6,16.61,66.6667%,-2.575,0.796116,1.41986,88.4219,92.3669,147.098,58.676,0.948482,0.822609,0.597046,0.852575,0.606459
90,7,21.13,57.1429%,-2.73,0.728414,1.26934,43.2022,75.322,95.0601,51.8579,0.966163,0.840877,0.674302,0.744496,0.707493
91,11,15.21,63.6364%,-2.5025,0.781673,1.22971,35.3621,45.0062,69.9771,34.615,0.913776,0.951523,0.880414,0.891824,0.850809
92,12,3.49,58.3333%,-4.094,0.685108,0.184957,33.9588,49.2685,73.133,33.1091,0.984692,0.940609,0.907674,0.884194,0.834401
93,14,-0.199993,50%,-1.70143,0.793871,-0.0234821,57.7702,27.9129,68.26,9.67274,1.05179,1.04934,0.918257,1.04638,0.590931
94,12,1.18,58.3333%,-3.644,0.697677,0.090532,63.2888,30.4696,77.1035,13.8147,0.950393,0.750159,0.78767,0.782981,0.77497
95,11,9.92,36.3636%,-3.00167,0.57564,0.525141,46.4142,54.3917,81.42,34.5017,0.979864,0.90037,0.744689,0.890642,0.710574
96,11,19.64,54.5455%,-2.318,0.741548,1.12306,37.9752,43.0631,69.6597,30.4913,0.966077,0.917521,0.917642,0.914241,0.900011
97,7,4.77,42.8571%,-2.19,0.689498,0.411327,77.6314,42.8625,96.0565,17.2402,0.987204,0.971287,0.7647,0.943869,0.450306
98,7,7.36,71.4286%,-4.15,0.783133,0.556514,66.8523,43.658,93.4407,23.8497,0.964106,1.02356,0.772569,0.890794,0.744404
99,10,5.14999,40%,-2.3,0.66087,0.365213,60.3929,29.7515,71.9094,10.9322,0.907229,0.872536,0.986242,0.875203,0.52747
100,11,7.98,63.6364%,-3.9425,0.728599,0.53864,65.9283,47.869,92.0619,21.6006,1.05766,1.18418,1.03428,1.01697,0.560261
101,6,2.21,33.3333%,-2.5325,0.596578,0.179164,11.9428,84.8522,127.898,55.5507,1.01079,1.09737,1.00724,1.13044,1.33033
102,11,9.87999,54.5455%,-2.234,0.748922,0.89322,57.9664,50.6106,86.1285,25.2912,1.01881,0.927787,0.777924,0.828698,0.586855
103,9,20.89,44.4444%,-3.692,0.59492,0.929394,43.4666,40.5395,71.0495,23.7305,0.946334,0.974678,0.925628,1.03868,0.836982
104,12,10.13,75%,-3.54,0.820621,1.03991,6.01309,75.546,104.22,58.3112,1.03239,1.04228,1.10742,1.02293,1.28872
105,14,31.13,57.1429%,-0.973334,1.01174,1.99316,13.0182,84.0495,111.986,63.9108,1.04942,1.05252,1.01752,1.01404,1.30452
106,14,6.07,50%,-3.25714,0.653509,0.299088,57.6454,57.2309,89.1979,29.6533,0.927188,1.04178,0.970593,1.04574,0.579965
107,10,21.97,80%,-4.47,0.844743,1.61888,52.0109,52.906,84.5979,28.9453,0.997149,0.890923,1.0807,0.975236,0.560565
108,12,14.71,50%,-2.61167,0.691449,0.886132,23.9918,45.8771,71.0123,33.2247,1.05705,0.9479,1.04549,1.04471,1.24721
109,14,19.93,64.2857%,-2.804,0.770226,1.17867,53.2599,49.4991,78.97,25.1697,0.966206,0.814481,0.81593,0.819101,0.452315
110,12,5.08,58.3333%,-2.822,0.730983,0.377891,51.9457,35.4174,71.0313,16.8634,1.00609,1.04944,0.85338,1.01118,0.644485
111,8,8.69,62.5%,-2.24,0.792411,0.877103,44.8932,54.0314,84.2726,30.8852,0.976946,0.806405,1.11367,0.929175,0.668361
112,7,10.22,57.1429%,-2.81333,0.723764,0.80516,19.4997,78.939,111.899,51.507,1.00615,1.14743,0.975071,0.947027,1.29834
113,13,10.36,46.1538%,-2.05714,0.723291,0.685612,36.7009,85.958,115.771,65.5255,0.97328,0.849234,0.831604,0.850532,0.993135
114,7,12.96,71.4286%,-2.295,0.83878,1.24403,37.7394,68.4701,106.419,44.9846,0.978939,0.941882,0.898801,0.872194,1.39781
115,10,-5.03001,40%,-2.58667,0.631959,-0.470153,34.2137,39.1154,75.3455,23.2228,1.06504,1.40106,1.27744,1.38408,1.74408
116,9,-6.63,33.3333%,-1.985,0.669186,-0.839428,38.1005,43.3756,72.9827,25.5445,1.07162,1.09956,1.28467,1.16052,0.967183
117,13,32.84,69.2308%,-2.785,0.80279,1.72972,52.4374,32.0159,68.26,14.1378,1.01989,1.06319,0.774946,0.977133,0.552763
118,11,18.98,63.6364%,-1.765,0.84239,1.23014,45.0478,43.3949,72.1915,24.0256,0.977636,0.980138,0.981477,1.12978,0.716603
119,12,1.36,66.6667%,-4.125,0.747475,0.101184,47.4594,58.5139,80.4756,29.5455,1.07147,0.994408,0.637146,0.78498,0.472097
120,11,-6.06001,36.3636%,-2.88857,0.58394,-0.473575,18.5975,44.7512,69.308,27.4541,0.954879,0.985209,1.16834,1.08373,1.54123
121,9,6.09,55.5556%,-2.425,0.738832,0.523596,64.8594,52.4451,94.0441,26.361,0.907977,0.868603,0.965278,0.748844,0.548652
122,8,26.28,75%,-2.405,0.85395,1.62738,54.1916,32.1382,71.7439,15.7895,1.04239,1.03302,0.863168,0.957754,0.467739
123,11,13.02,54.5455%,-2.914,0.701441,0.872189,43.6221,41.2299,68.26,23.6379,0.989388,0.960889,0.89109,0.878371,0.67032
124,7,17.86,57.1429%,-1.32667,0.894472,1.07611,63.1654,83.4368,125.068,53.4718,0.931817,0.869943,0.639111,0.837499,0.637605
125,10,11.63,30%,-2.385,0.593501,0.509586,35.4667,52.5361,73.6786,33.3757,1.05852,1.10743,0.775352,0.996804,0.8322
126,9,21.79,66.6667%,-4.29333,0.744306,0.958035,32.1853,84.826,123.06,48.7417,0.989413,0.89737,0.907819,0.972824,1.11107
127,14,16.11,57.1429%,-1.44833,0.867335,1.04003,49.9395,56.8478,88.2814,27.8194,1.07745,1.3277,1.19669,1.1875,0.687532
128,12,4.53,58.3333%,-2.148,0.777312,0.522321,42.7289,55.058,81.3707,37.5244,0.967755,0.958346,0.970307,0.877039,0.69707
129,9,17.75,44.4444%,-2.0475,0.715778,1.08962,18.4633,48.2988,71.4939,33.3412,0.984222,1.08693,1.21251,1.2429,1.3192
130,13,10.81,46.1538%,-1.42714,0.838839,0.901919,32.7172,40.0198,68.26,27.3619,0.97406,0.948833,0.975311,0.999085,0.842409
131,8,-1.43999,62.5%,-5.02667,0.699602,-0.110658,44.3711,51.8092,80.8837,29.0188,1.03343,1.01872,1.11953,1.07594,0.581941
132,11,-20.98,18.1818%,-3.44111,0.419585,-1.5064,28.0849,50.6811,72.4906,38.1294,1.00145,0.819202,0.972553,0.844233,0.868462
133,7,-0.860001,57.1429%,-1.46,0.864971,-0.263765,41.8801,112.496,154.318,68.26,1.09952,1.0755,0.896741,0.914574,0.882119
134,8,-1.51,50%,-2.87,0.674216,-0.153149,52.4362,61.2224,81.5309,28.9648,0.919834,0.70684,0.735801,0.802061,0.489566
135,14,13.51,50%,-2.15286,0.73225,0.917772,30.8476,58.5887,75.8242,37.9893,1.02067,1.02685,0.853039,1.11454,0.661712
136,12,27.59,58.3333%,-2.26,0.767699,1.31006,45.194,60.3869,87.1738,34.9698,0.955446,1.0829,0.866737,1.14315,0.67382
137,12,9.69001,58.3333%,-2.248,0.768683,0.746218,49.0834,55.2386,83.384,34.3006,0.955958,0.933046,0.887982,0.894327,0.734873
138,14,11.61,57.1429%,-2.17167,0.768775,0.927994,36.709,67.9502,89.7011,48.6899,1.02858,1.01876,0.986423,1.07614,0.849741
139,9,19.59,55.5556%,-2.2725,0.751131,0.917855,54.3175,71.5699,107.656,38.7444,0.920969,0.976423,1.08105,0.983754,0.691285
140,17,11.21,52.9412%,-3.4775,0.664735,0.452668,50.7146,30.9991,71.1915,18.3366,0.99463,1.02016,0.805573,0.995454,0.709309
141,9,-0.920002,33.3333%,-2.025,0.662551,-0.08863,50.0179,40.764,70.6518,19.6035,1.04417,0.858099,0.659696,0.727031,0.590478
142,15,20.21,53.3333%,-1.93572,0.774416,1.00325,52.1505,53.2468,88.1981,32.6852,0.993522,0.879299,0.940533,0.893065,0.600077
143,11,5.6,27.2727%,-2.35,0.582205,0.298285,9.26834,73.4424,97.1509,54.3426,1.10214,1.27482,1.12453,1.18517,1.36156
144,13,14.2,61.5385%,-2.174,0.792301,1.07481,41.4797,51.9733,73.5837,31.3511,1.01955,0.846447,0.740422,0.837601,0.643024
145,12,19.74,75%,-1.27667,0.945822,1.83625,49.3834,76.3805,108.085,46.7243,1.02372,0.992141,1.08001,1.25635,0.58036
146,7,19.57,71.4286%,-3.47,0.796624,1.13096,26.903,82.5818,125.167,57.6448,0.93629,1.04757,0.989978,0.978751,1.63706
147,13,13.79,53.8462%,-2.075,0.76089,0.988283,40.5119,51.0183,81.0133,29.4753,0.955341,1.06893,1.1674,1.31662,0.87408
148,9,11.01,55.5556%,-2.14,0.76324,0.974205,60.8857,88.994,124.013,59.563,0.980557,0.950976,0.852558,0.881024,0.611312
149,6,13.57,50%,-1.88667,0.765018,1.11558,48.8049,74.3244,113.239,56.0037,1.02984,0.950459,1.08439,0.969943,1.03114
150,13,28.31,61.5385%,-2.596,0.763542,1.49475,44.9636,53.9128,76.9823,28.2066,1.05151,0.985916,0.756098,0.982302,0.601959
151,9,21.41,77.7778%,-0.6,1.14815,2.01349,49.3303,51.2344,86.182,28.2932,1.02653,1.01354,1.12577,1.16543,0.887448
152,13,21.13,69.2308%,-2.8625,0.799798,1.42945,35.1856,66.3551,89.7101,45.8102,0.997938,1.01318,1.10809,1.1181,0.634087
153,14,13.59,50%,-2.66143,0.687869,0.648012,40.5469,50.9036,78.6432,31.5359,1.00231,0.996062,0.946757,0.994803,0.891458
154,11,8.81999,63.6364%,-2.0375,0.814835,0.775205,48.1414,39.0513,69.1447,20.1286,0.971849,0.906482,0.714939,0.838046,0.761099
155,6,24.03,66.6667%,-0.949999,1.01754,1.95825,62.0006,71.0023,110.122,39.6808,0.940004,0.890463,1.13252,1.04491,0.66041
156,15,32.94,66.6667%,-2.164,0.820702,2.31931,42.7638,37.8707,71.9135,24.3011,1.00371,0.947233,1.03293,0.887654,0.790066
157,6,26.04,66.6667%,-1.565,0.879659,1.85275,63.0462,61.1534,102.897,31.8855,0.995602,1.16361,1.12192,1.11227,0.919991
158,9,-1.39,22.2222%,-2.09714,0.593097,-0.10828,61.1747,32.8245,71.5516,10.028,1.01682,0.792414,0.774382,0.752135,0.47991
159,10,28.39,60%,-1.44,0.877778,1.51977,35.7374,78.5044,111.026,56.3771,0.987622,0.956776,0.868741,0.913299,0.884261
160,8,-25.54,25%,-5.08667,0.397444,-2.1922,44.885,37.9496,69.8982,22.745,0.923243,0.882706,0.905585,0.825951,0.794278
161,11,39.18,81.8182%,-2.42,0.893313,2.47906,29.4307,77.0948,95.7007,60.1273,0.9895,0.944163,0.892289,0.975283,0.878604
162,9,18.02,44.4444%,-1.208,0.904341,1.35157,38.6185,47.0169,68.26,29.6107,0.996699,0.831412,0.704472,0.702776,0.667937
163,9,17.92,55.5556%,-3.7775,0.673211,0.822258,25.1557,64.56,89.1881,43.8524,0.983756,0.843276,0.860156,0.959592,1.04896
164,10,22.12,40%,-1.47333,0.80724,1.15498,28.4969,62.6104,83.3456,43.2332,1.03746,0.981227,0.928335,0.929096,0.88216
165,10,10.72,60%,-2.9725,0.734567,0.766677,53.9311,27.3144,69.0784,14.342,0.975717,1.01102,0.985513,0.960722,0.763695
166,8,-10.42,37.5%,-4.206,0.523597,-0.793977,38.1704,35.3918,68.26,23.6051,0.973397,0.966703,1.05578,0.964325,0.828278
167,13,6.18,46.1538%,-1.10143,0.950414,0.765212,45.3905,67.4424,90.0477,43.8522,1.01836,0.864075,0.896154,0.870001,0.620095
168,11,31.33,81.8182%,-2.32,0.896552,2.74396,27.4968,50.8665,79.9135,28.4496,0.938237,0.997171,1.07526,0.944251,1.45112
169,8,15.41,37.5%,-1.242,0.878221,0.899898,42.815,52.1273,79.7174,30.5552,0.966618,1.04662,1.13077,0.927021,0.633405
170,14,34.41,64.2857%,-2,0.821428,1.4172,31.5401,66.8473,86.2871,51.907,0.961526,0.949394,0.831124,0.95748,0.77007
171,11,20.27,63.6364%,-0.5925,1.2501,2.37119,35.7775,90.4217,136.432,54.0964,0.918736,0.954538,1.11302,1.09429,0.820129
172,10,13.53,70%,-3.24333,0.792497,1.14997,26.5385,44.2148,68.26,30.4521,1.10676,1.16158,1.21288,1.2067,0.879083
173,11,-0.929996,54.5455%,-2.296,0.743427,-0.122441,40.5057,45.0671,68.4969,26.3929,1.04312,0.98522,0.869296,1.02881,0.517938
174,11,-10.83,18.1818%,-2.11111,0.569378,-1.16805,11.3811,67.5469,85.0845,49.8239,1.11253,1.18884,1.40497,1.31946,0.90382
175,10,19.2,60%,-4.2925,0.693186,0.815129,45.7142,44.4431,69.764,24.0499,0.907021,0.930543,0.703781,0.801334,0.733035
176,8,1.85,50%,-3.065,0.663132,0.16711,28.9468,63.9851,85.4417,40.9004,1.07271,1.12956,0.884509,0.993757,0.834619
177,10,9.45001,70%,-2.73667,0.809622,0.969319,35.4164,55.2622,78.3405,34.0388,1.04238,1.15057,1.08793,1.22135,0.722752
178,11,4.72,54.5455%,-2.198,0.752254,0.424707,57.1083,70.5192,97.9249,38.5421,1.00453,0.960413,0.805893,0.824191,0.531172
179,10,21.45,50%,-1.902,0.762881,1.21102,14.0376,58.2658,74.6595,45.4934,1.06853,1.00251,1.10485,0.971922,1.06645
180,9,1.42,55.5556%,-2.41,0.739972,0.198857,43.3145,48.8085,79.7325,27.3434,0.983283,0.981238,1.04591,1.25703,0.895969
181,10,27.62,70%,-4.49,0.766815,1.36325,49.2512,68.6231,113.199,48.4359,1.11421,0.949642,0.959441,1.03289,0.972811
182,8,16.73,50%,-1.085,0.96083,1.78372,58.907,109.657,153.863,65.3196,0.999765,0.979863,0.860067,0.940029,0.659193
183,11,-5.01,36.3636%,-1.96857,0.686898,-0.579585,55.2009,39.3785,69.0009,13.2622,1.00191,0.912822,0.719942,0.844437,0.389757
184,12,11.66,58.3333%,-1.294,0.905332,1.17881,71.2785,30.7794,83.0204,10.8722,1.00667,0.984247,1.02804,0.889291,0.53928
185,7,32.41,71.4286%,-2.47,0.82996,1.75985,21.8127,104.968,139.476,64.0874,0.971029,0.863325,0.994343,0.953798,0.99946
186,11,-2.33,27.2727%,-1.3325,0.818523,-0.339299,55.1431,59.2119,89.0289,33.6339,0.956502,0.823575,0.73672,0.694115,0.682106
187,12,11.8,58.3333%,-1.958,0.796136,0.843895,63.4574,49.6056,85.1809,21.4858,1.0022,0.893258,0.719562,0.959992,0.473618
188,12,29.24,58.3333%,-2.642,0.741042,1.6149,21.8456,53.9301,78.2513,38.2006,1.04861,0.986835,1.15296,1.11813,1.34914
