Sample #,# of round-trip trades ,total return % ,winning trades % ,average losing amount ,kelly criterion ,t-statistic ,max drawdown ,mean ,max ,min ,wtd% ,mtd% ,qtd% ,ytd% ,52wk %chg
454,12,7.81,41.6667%,-2.09,0.695774,0.41461,51.0695,64.4505,96.3042,43.8953,0.95083,0.755011,0.930253,0.736043,0.734134
455,13,25.63,61.5385%,-2.224,0.788323,1.38568,41.3029,67.2718,85.3958,40.0331,0.959585,0.976928,0.851979,1.0697,0.592529
456,15,24.21,73.3333%,-2.385,0.845143,1.31476,59.883,49.3029,83.321,23.438,0.90327,0.906007,0.784915,0.8184,0.474359
457,7,10.75,42.8571%,-2.42,0.664699,0.882243,29.2992,87.6266,128.108,60.0929,0.947661,1.12915,0.796839,1.05339,1.56008
458,10,21.79,60%,-1.555,0.857235,1.35243,60.2524,92.0347,123.536,57.1622,1.06601,0.970448,0.73008,0.818698,0.521965
459,10,14.43,50%,-2.402,0.70816,0.766058,43.2299,85.5774,126.493,52.4079,1.05836,0.990884,0.813552,0.857294,0.839361
460,11,11.04,54.5455%,-2.394,0.735323,0.690131,51.9931,34.1384,68.6283,13.1745,1.00074,0.947876,1.11275,1.21841,0.553761
461,9,17.66,55.5556%,-2.115,0.765695,1.13324,65.9017,56.9208,81.9552,16.0536,0.879639,0.721762,0.555998,0.59403,0.235824
462,13,-7.43001,46.1538%,-2.89857,0.647306,-0.639154,66.8457,40.1071,85.0783,17.2603,0.981115,1.01411,0.914463,0.935639,0.616894
463,15,1.65,53.3333%,-1.94857,0.772825,0.140687,32.9673,56.7327,80.7467,43.7873,1.03231,1.00801,0.843633,0.933979,0.990875
464,11,4.85001,72.7273%,-3.65333,0.801924,0.399343,43.2474,49.8579,82.307,32.3762,1.03317,1.09829,1.0333,1.13765,0.914517
465,10,7.44,50%,-2.696,0.68546,0.507498,45.3608,52.2914,78.6434,30.6747,1.07483,0.976792,0.893073,0.878821,0.568025
466,12,9.52,66.6667%,-3.0275,0.776769,0.709778,45.0746,84.059,113.283,53.5797,0.983985,0.998704,0.80219,0.961764,0.758258
467,10,10.76,50%,-4.18,0.619617,0.523374,26.9659,51.1226,68.26,31.5358,0.963901,0.898151,0.991891,1.01425,0.842379
468,10,10.35,50%,-3.61,0.638504,0.376441,26.7441,95.1022,128.213,63.1646,1.09305,1.19376,1.12121,1.10525,1.04417
469,9,2.65,55.5556%,-2.72,0.718954,0.234163,60.3502,55.5565,98.3038,32.2708,1.01763,1.11424,1.08647,1.01477,0.952886
470,13,-11.07,46.1538%,-2.89429,0.647581,-1.06593,33.4481,54.5397,77.7475,37.5514,1.03193,1.06988,0.927893,0.925963,0.700787
471,18,9.10001,61.1111%,-2.69714,0.755297,0.596239,35.5185,61.2469,80.5873,44.8165,1.00563,0.857553,0.776434,0.769045,0.733395
472,13,36.2,53.8462%,-1.36167,0.877413,1.86441,53.094,47.6698,82.75,28.8525,1.00098,0.907285,0.855325,0.97928,0.721423
473,8,30.44,75%,-3.025,0.832645,1.26409,48.795,71.201,98.1923,49.3848,0.99066,0.926847,0.954596,0.958535,0.545398
474,13,23.69,53.8462%,-1.08833,0.96254,1.50704,42.0464,68.1657,92.2005,44.4856,1.0186,1.02119,1.10338,0.964278,0.644493
475,8,12.33,50%,-5.54333,0.590198,0.587802,0.130524,68.708,95.0209,50.6713,1.05877,1.17824,1.26918,1.16582,1.64686
476,11,9.21,54.5455%,-3.816,0.66457,0.569839,30.5443,56.4307,78.1074,36.3553,0.98037,0.806601,0.784447,0.738446,0.9104
477,7,13.62,57.1429%,-0.913333,1.04067,1.80103,41.8028,36.2155,69.6253,18.5785,1.04078,1.21875,1.40122,1.257,0.7924
478,15,5.64998,46.6667%,-3.28625,0.628959,0.273082,39.3029,63.5699,83.6179,38.0176,1.00469,1.12537,1.0993,1.08266,0.666204
479,8,12.4,62.5%,-2.38333,0.782343,0.989606,32.2184,59.1594,82.6358,40.4767,0.957102,1.02233,0.926172,1.05972,1.13373
480,10,15.18,70%,-1.66667,0.88,1.05952,47.6378,30.6503,68.3819,15.5286,1.03363,1.12496,1.07163,1.06056,0.738555
481,15,7.52999,33.3333%,-2.041,0.659971,0.368591,49.6749,67.0311,95.6137,40.395,1.09443,1.02844,0.933838,0.96436,0.608833
482,7,33.19,85.7143%,-2.89,0.906574,2.65466,3.22704,56.2086,74.2053,41.7267,0.962829,1.01474,1.45782,1.19927,1.48571
483,15,13.63,33.3333%,-1.384,0.815029,0.844123,47.4025,33.4233,68.26,20.8575,0.937438,0.963585,0.799458,0.863886,0.628315
484,13,14.32,53.8462%,-2.56167,0.718633,0.915557,34.5622,41.1594,68.26,29.7288,0.969484,0.97993,0.964301,0.91464,0.767348
485,13,-3.41001,38.4615%,-2.52125,0.628694,-0.25206,0,82.7265,115.523,60.6954,1.09324,1.32255,1.30794,1.32804,1.46405
486,8,10.8,62.5%,-1.82333,0.830667,1.24091,91.4844,84.6679,138.058,42.618,1.02145,1.01966,0.923571,0.973431,0.490573
487,10,16.31,60%,-1.975,0.802532,1.42314,41.3914,39.7842,68.26,26.8686,0.992604,0.839239,0.765055,0.622007,0.671077
488,11,13.59,63.6364%,-2.26,0.797265,1.11027,23.0265,65.0651,83.603,43.569,1.02184,0.951053,0.732058,0.798828,1.00613
489,9,14.98,55.5556%,-3.12,0.698006,0.925727,60.2147,45.4826,80.3506,19.3307,0.939269,1.03715,0.841235,0.894508,0.438081
490,13,23.19,69.2308%,-3.87,0.771815,1.46131,4.17875,60.3199,79.1385,43.1471,0.982293,1.0291,1.24064,1.10431,1.35167
491,14,8.33001,50%,-2.64428,0.689087,0.494608,52.2817,52.7602,82.2923,29.5898,0.971266,0.908367,0.902288,0.934323,0.552328
492,12,4.36001,58.3333%,-2.79,0.732676,0.403044,47.0355,44.8503,71.8025,24.5759,0.983506,0.872741,0.831753,0.792461,0.536826
493,15,16.29,60%,-3.255,0.722888,0.903704,35.3238,47.1918,69.5472,29.4973,1.03471,1.0846,1.05711,1.08433,0.735177
494,16,18.28,62.5%,-2.45167,0.777957,1.32086,27.1157,53.2497,70.9863,43.8706,0.942409,0.865428,0.815725,0.890503,0.913599
495,13,26.73,46.1538%,-1.51714,0.816456,1.18643,44.0554,53.0203,72.3574,28.302,0.915601,0.941491,0.763259,0.95288,0.532555
496,11,2.33,36.3636%,-2.01286,0.679786,0.16991,21.4334,47.4716,68.26,35.6729,1.04888,1.02232,0.859737,1.02613,1.12859
497,12,9.91,66.6667%,-4.61,0.738973,0.615794,41.7573,81.9574,105.047,58.1801,1.01463,1.03239,0.930125,0.975312,0.744135
498,15,20.78,60%,-1.88,0.812766,1.50066,56.6698,37.7281,75.8999,18.3911,0.97206,0.985649,0.883756,0.984951,0.526744
499,10,7.67,60%,-3.4675,0.715357,0.600365,59.5815,74.6528,123.31,51.7986,1.02378,1.1003,1.17595,1.03774,0.898816
500,10,6.78,50%,-2.97,0.66835,0.440123,27.7536,86.1436,113.166,60.3271,0.986525,0.829965,0.960094,0.872982,1.30933
