Date,Open,High,Low,Close,Volume,Adj Close,SMA(5),SMA(20),SMA(50),Diff 5-20,Diff 5-50,Signal,,Action ,Return
3/24/2011,73.06,73.54,71.98,72.98,3301800,71.44,69.676,68.8505,,,,,,,
3/25/2011,73.05,74.25,72.77,73.03,3938100,71.49,70.476,68.95,,,,,,,
3/28/2011,73.08,73.58,72.13,72.25,3596900,70.72,70.856,68.9815,,,,,,,
3/29/2011,72.3,73.57,72.01,73.43,3313400,71.88,71.324,69.149,,,,,,,
3/30/2011,74.23,74.35,72.65,73.99,5305400,72.43,71.592,69.303,,,,,,,
3/31/2011,74.21,74.89,73.93,74.29,3876800,72.72,71.848,69.387,,,,,,,
4/1/2011,74.81,75.24,74.06,74.5,4151000,72.93,72.136,69.484,,,,,,,
4/4/2011,75.17,75.99,74.89,75.35,2834000,73.76,72.744,69.703,,,,,,,
4/5/2011,75.27,77.06,74.89,76.48,4483200,74.86,73.34,69.968,,,,,,,
4/6/2011,77.28,77.44,75.19,75.34,5770200,73.75,73.604,70.257,,,,,,,
4/7/2011,75.49,76.61,74.83,75.39,3473100,73.8,73.82,70.6715,,,,,,,
4/8/2011,76.26,76.52,74.64,75.07,3433800,73.48,73.93,70.9835,,,,,,,
4/11/2011,75.35,75.61,72.75,73.37,5077400,71.82,73.542,71.2,,,,,,,
4/12/2011,72.51,73,71.32,71.77,5997400,70.25,72.62,71.3355,,,,,,,
4/13/2011,72.56,72.82,70.78,71.76,4400200,70.24,71.918,71.516,,,,,,,
4/14/2011,71.53,72.83,71.25,71.98,5163100,70.46,71.25,71.6485,,,,,,,
4/15/2011,72.38,72.5,71.5,72.5,3790800,70.97,70.748,71.8225,,,,,,,
4/18/2011,71.7,71.75,70.14,71.07,4915800,69.57,70.298,71.86,,,,,,,
4/19/2011,71.29,71.99,70.68,71.97,3091500,70.45,70.338,71.9055,,,,,,,
4/20/2011,73.39,73.7,72.82,73.35,3432800,71.8,70.65,71.941,,,,,,,
4/21/2011,73.74,74.15,73.09,74.04,2246400,72.48,71.054,71.993,,,,,,,
4/25/2011,74.21,74.42,73.1,73.72,2266800,72.16,71.292,72.0265,,,,,,,
4/26/2011,73.8,74.62,73.21,74.07,2100000,72.5,71.878,72.1155,,,,,,,
4/27/2011,74.14,74.74,72.42,74.56,5112900,72.98,72.384,72.1705,,,,,,,
4/28/2011,74.5,75.89,73.96,74.65,3917600,73.07,72.638,72.2025,,,,,,,
4/29/2011,74.68,75.92,74.33,75.59,3877200,73.99,72.94,72.266,,,,,,,
5/2/2011,76.03,77.02,74.62,74.95,2745800,73.37,73.182,72.288,,,,,,,
5/3/2011,74.71,74.95,72.93,73.97,6114400,72.41,73.164,72.2205,70.6504,0.9435,2.5136,BUY,,,
5/4/2011,73.79,73.79,71.21,71.97,5088100,70.45,72.658,72,70.6942,0.658,1.9638,BUY,,,
5/5/2011,70.91,72.5,69.9,70.41,6100000,68.92,71.828,71.7585,70.7006,0.0695,1.1274,BUY,,,
5/6/2011,71.57,72.22,70.19,70.83,5458400,69.33,70.896,71.535,70.721,-0.639,0.175,BUY,,,
5/9/2011,71.37,72.83,70.8,72.63,4112100,71.1,70.442,71.416,70.753,-0.974,-0.311,SELL,,,
5/10/2011,73.14,73.28,71.92,72.63,3653600,71.1,70.18,71.38,70.7732,-1.2,-0.5932,SELL,,,
5/11/2011,72.28,72.32,69.36,69.73,7092600,68.26,69.742,71.2805,70.7678,-1.5385,-1.0258,SELL,,,
5/12/2011,69.45,71.15,68.66,70.27,9257800,68.79,69.716,71.208,70.7566,-1.492,-1.0406,SELL,,,
5/13/2011,70.42,70.59,68.23,68.67,6667600,67.22,69.294,71.046,70.6802,-1.752,-1.3862,SELL,,,
5/16/2011,68.35,70.47,67.77,68.28,7124900,66.84,68.442,70.8395,70.5972,-2.3975,-2.1552,SELL,,,
5/17/2011,67.77,68.88,67.18,68.7,7402400,67.25,67.672,70.7235,70.5546,-3.0515,-2.8826,SELL,,,
5/18/2011,68.98,69.95,68.52,69.73,4068200,68.26,67.672,70.614,70.5286,-2.942,-2.8566,SELL,,,
5/19/2011,70.32,70.32,68.42,69.07,5269700,67.61,67.436,70.4045,70.5214,-2.9685,-3.0854,SELL,,,
5/20/2011,68.83,69.07,67.71,68.52,5192600,67.07,67.406,70.134,70.5526,-2.728,-3.1466,SELL,,,
5/23/2011,67.26,67.9,66.88,67.52,3900000,66.09,67.256,69.8305,70.5296,-2.5745,-3.2736,SELL,,,
5/24/2011,68.08,69.45,67.78,68.12,5338700,66.68,67.142,69.5395,70.5134,-2.3975,-3.3714,SELL,,,
5/25/2011,69.4,69.72,67.98,69.4,4567600,67.93,67.076,69.287,70.5212,-2.211,-3.4452,SELL,,,
5/26/2011,69.17,70.2,68.87,70.06,4951000,68.58,67.27,69.0625,70.5602,-1.7925,-3.2902,SELL,,,
5/27/2011,70.61,71.34,70.11,70.77,4241500,69.27,67.71,68.8265,70.5894,-1.1165,-2.8794,SELL,,,
5/31/2011,71.87,72,70.06,71.82,6006400,70.3,68.552,68.673,70.6456,-0.121,-2.0936,SELL,,,
6/1/2011,71.36,71.63,69.08,69.28,4533800,67.82,68.78,68.4435,70.6256,0.3365,-1.8456,SELL,,,
6/2/2011,69.4,70.99,68.71,69.51,5714200,68.04,68.802,68.323,70.5956,0.479,-1.7936,SELL,,,
6/3/2011,68.39,69.4,68.02,68.2,4493000,66.76,68.438,68.215,70.509,0.223,-2.071,SELL,,,
6/6/2011,68.25,68.74,66.75,66.78,4790900,65.37,67.658,68.017,70.3876,-0.359,-2.7296,SELL,,,
6/7/2011,67.12,67.75,66.73,66.73,2613500,65.32,66.662,67.728,70.2642,-1.066,-3.6022,SELL,,,
6/8/2011,66.46,66.91,65.05,65.28,4948500,63.9,65.878,67.368,70.1278,-1.49,-4.2498,SELL,,,
6/9/2011,65.45,66.57,65.23,66.06,4761400,64.66,65.202,67.188,69.9834,-1.986,-4.7814,SELL,,,
6/10/2011,65.6,66.28,65.15,65.43,4932900,64.05,64.66,66.951,69.8158,-2.291,-5.1558,SELL,,,
6/13/2011,65.62,65.65,63.15,64.06,6326700,62.71,64.128,66.7255,69.6156,-2.5975,-5.4876,SELL,,,
6/14/2011,65.02,66.14,64.8,65.82,4321200,64.43,63.95,66.605,69.4456,-2.655,-5.4956,SELL,,,
6/15/2011,65.11,65.74,63.87,64.18,5848400,62.82,63.734,66.3835,69.2268,-2.6495,-5.4928,SELL,,,
6/16/2011,64.14,64.3,61.81,63.05,10408600,61.72,63.146,66.0565,68.964,-2.9105,-5.818,SELL,,,
6/17/2011,63.56,63.95,62.44,62.77,6306800,61.54,62.644,65.753,68.7198,-3.109,-6.0758,SELL,,,
6/20/2011,62.82,63.88,62.67,63.46,3275900,62.21,62.544,65.51,68.488,-2.966,-5.944,SELL,,,
6/21/2011,64.19,65.89,64.15,65.77,4066100,64.48,62.554,65.4295,68.308,-2.8755,-5.754,SELL,,,
6/22/2011,65.76,67.1,65.47,65.93,3620000,64.64,62.918,65.3275,68.1644,-2.4095,-5.2464,SELL,,,
6/23/2011,64.6,66.03,63.39,65.99,5191600,64.69,63.512,65.1655,68.0532,-1.6535,-4.5412,SELL,,,
6/24/2011,66.18,66.66,64.92,65.3,4877800,64.02,64.008,64.9375,67.9288,-0.9295,-3.9208,SELL,,,
6/27/2011,65.11,65.57,64.25,65.29,4534700,64.01,64.368,64.6745,67.7998,-0.3065,-3.4318,SELL,,,
6/28/2011,65.52,67.13,65.46,67.13,3474000,65.81,64.634,64.45,67.6966,0.184,-3.0626,SELL,,,
6/29/2011,67.5,68.88,67.2,68.23,4302900,66.89,65.084,64.4035,67.643,0.6805,-2.559,SELL,,,
